CountryCode,SeriesCode,DESCRIPTION
"BRB","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. The information for 2019 only includes data relating to the January-September period due to a data gap in the fourth quarter and is therefore not comparable to the series for previous years."
"BRB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BRN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BRN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRN","IT.MLT.MAIN","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)"
"BRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BRN","IT.CEL.SETS.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)"
"BRN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BRN","IT.NET.USER.ZS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)"
"BRN","IT.NET.BBND.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)"
"BRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BRN","IT.MLT.MAIN.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)"
"BRN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BRN","IT.NET.BBND","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)"
"BRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BRN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"BRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BRN","IT.CEL.SETS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)"
"BRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BRN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"BTN","IT.MLT.MAIN.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications."
"BTN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2005: country data."
"BTN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BTN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BTN","IT.NET.BBND","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications."
"BTN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2022 are World Bank staff estimates. Short-term debt data for 2022 are based on data from the BIS. DSSI eligible and not participating in 2020 or 2021."
"BTN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BTN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BTN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BTN","IT.NET.BBND.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications."
"BTN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BTN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BTN","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"BTN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BTN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BTN","IT.CEL.SETS.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications."
"BTN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BTN","IT.CEL.SETS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications."
"BTN","IT.NET.USER.ZS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications."
"BTN","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BTN","IT.MLT.MAIN","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications."
"BTN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. The huge margin of difference from 2010 as compared to the previous years is because starting from 2010 the regional high end tourists are included in the total figures."
"BTN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"BTN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BTN","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BTN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"BTN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BTN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BWA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BWA","IT.CEL.SETS.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA)."
"BWA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BWA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BWA","IT.NET.BBND.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA)."
"BWA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BWA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"BWA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"BWA","IT.NET.USER.ZS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA)."
"BWA","IT.NET.BBND","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA)."
"BWA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"BWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BWA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2022 are World Bank staff estimates based on the market data. Short-term debt for 2022 is based on data from the BIS."
"BWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BWA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BWA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BWA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BWA","IT.MLT.MAIN.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA)."
"BWA","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BWA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"BWA","IT.MLT.MAIN","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA)."
"BWA","IT.CEL.SETS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA)."
"BWA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BWA","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BWA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BWA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CAF","ST.INT.TVLX.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data."
"CAF","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"CAF","ST.INT.TRNX.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data."
"CAF","ST.INT.TVLR.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data."
"CAF","IT.MLT.MAIN","Société Centrafricaine de Télécommunications (SOCATEL)."
"CAF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"CAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CAF","IT.NET.BBND","Société Centrafricaine de Télécommunications (SOCATEL)."
"CAF","IT.NET.BBND.P2","Société Centrafricaine de Télécommunications (SOCATEL)."
"CAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CAF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"CAF","ST.INT.TRNR.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data."
"CAF","SM.POP.NETM","Data source: United Nations World Population Prospects"
"CAF","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CAF","IT.CEL.SETS","Société Centrafricaine de Télécommunications (SOCATEL)."
"CAF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"CAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CAF","IT.CEL.SETS.P2","Société Centrafricaine de Télécommunications (SOCATEL)."
"CAF","ST.INT.XPND.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data."
"CAF","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"CAF","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air to Bangui only."
"CAF","IT.MLT.MAIN.P2","Société Centrafricaine de Télécommunications (SOCATEL)."
"CAF","IT.NET.USER.ZS","Société Centrafricaine de Télécommunications (SOCATEL)."
"CAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CAF","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2022 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and did not participate in 2020, but participating in 2021."
"CAF","SP.POP.GROW","Data source: United Nations World Population Prospects"
"CAF","ST.INT.RCPT.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data."
"CAN","SP.DYN.LE00.FE.IN","Data source: Statistics Canada"
"CAN","IT.CEL.SETS.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission."
